,City,FlightNumber,FlightStatus,OriginAirport,ScheduledTime,AirLine
1253,EDDS,AC 6203,Arrived,Vienna,2022-06-08 11:40+02:00,Air Canada
1254,EDDS,LG 1480,Arrived,Prague,2022-06-08 11:15+02:00,Luxair
1255,EDDS,LG 1492,Arrived,Warsaw,2022-06-08 11:35+02:00,Luxair
1256,EDDS,LH 1029,Arrived,Paris,2022-06-08 11:45+02:00,Lufthansa
1257,EDDS,LH 1059,Arrived,Nice,2022-06-08 11:50+02:00,Lufthansa
1258,EDDS,LH 1095,Arrived,Toulouse-Blagnac,2022-06-08 11:50+02:00,Lufthansa
1259,EDDS,LH 1123,Arrived,Madrid,2022-06-08 11:00+02:00,Lufthansa
1260,EDDS,LH 1173,Arrived,Lisbon,2022-06-08 11:30+02:00,Lufthansa
1261,EDDS,LH 13,Arrived,Hamburg,2022-06-08 11:10+02:00,Lufthansa
1262,EDDS,LH 133,Arrived,Stuttgart,2022-06-08 11:35+02:00,Lufthansa
1263,EDDS,LH 1335,Arrived,Budapest,2022-06-08 11:15+02:00,Lufthansa
1264,EDDS,LH 1347,Arrived,Warsaw,2022-06-08 11:35+02:00,Lufthansa
1265,EDDS,LH 1393,Arrived,Prague,2022-06-08 11:15+02:00,Lufthansa
1266,EDDS,LH 161,Arrived,Leipzig,2022-06-08 11:35+02:00,Lufthansa
1267,EDDS,LH 183,Arrived,Berlin,2022-06-08 11:55+02:00,Lufthansa
1268,EDDS,LH 211,Arrived,Dresden,2022-06-08 11:55+02:00,Lufthansa
1269,EDDS,LH 271,Canceled,Milan,2022-06-08 11:55+02:00,Lufthansa
1270,EDDS,LH 405,Arrived,New York,2022-06-08 11:50+02:00,Lufthansa
1271,EDDS,LH 447,Arrived,Denver,2022-06-08 11:50+02:00,Lufthansa
1272,EDDS,LH 493,Arrived,Vancouver,2022-06-08 11:00+02:00,Lufthansa
1273,EDDS,LH 511,Arrived,Buenos Aires,2022-06-08 11:10+02:00,Lufthansa
1274,EDDS,LH 53,Arrived,Hanover,2022-06-08 11:35+02:00,Lufthansa
1275,EDDS,LH 6227,Arrived,Stockholm,2022-06-08 11:15+02:00,Lufthansa
1276,EDDS,LH 6347,Arrived,Vienna,2022-06-08 11:40+02:00,Lufthansa
1277,EDDS,LH 6779,Arrived,Toronto,2022-06-08 11:10+02:00,Lufthansa
1278,EDDS,LH 6913,Arrived,Innsbruck,2022-06-08 11:45+02:00,Lufthansa
1279,EDDS,LH 6925,Arrived,Graz,2022-06-08 11:45+02:00,Lufthansa
1280,EDDS,LH 695,Arrived,Tel Aviv Yafo,2022-06-08 11:30+02:00,Lufthansa
1281,EDDS,LH 7401,Canceled,Pisa,2022-06-08 11:50+02:00,Lufthansa
1282,EDDS,LH 77,Arrived,Duesseldorf,2022-06-08 11:25+02:00,Lufthansa
1283,EDDS,LH 825,Arrived,Copenhagen,2022-06-08 11:05+02:00,Lufthansa
1284,EDDS,LH 879,Arrived,Stavanger,2022-06-08 11:25+02:00,Lufthansa
1285,EDDS,LH 925,Arrived,London,2022-06-08 11:05+02:00,Lufthansa
1286,EDDS,LH 929,Arrived,London,2022-06-08 11:35+02:00,Lufthansa
1287,EDDS,LH 941,Arrived,Manchester,2022-06-08 11:50+02:00,Lufthansa
1288,EDDS,LH 9521,Canceled,Torino,2022-06-08 11:35+02:00,Lufthansa
1289,EDDS,LH 969,Arrived,Liverpool,2022-06-08 11:25+02:00,Lufthansa
1290,EDDS,LH 999,Arrived,Amsterdam,2022-06-08 11:10+02:00,Lufthansa
1291,EDDS,LO 5375,Arrived,Warsaw,2022-06-08 11:35+02:00,LOT - Polish
1292,EDDS,LX 4017,Arrived,Vancouver,2022-06-08 11:00+02:00,SWISS
1293,EDDS,MS 9004,Arrived,Duesseldorf,2022-06-08 11:25+02:00,EgyptAir
1294,EDDS,MS 9006,Arrived,Warsaw,2022-06-08 11:35+02:00,EgyptAir
1295,EDDS,MS 9019,Arrived,Nice,2022-06-08 11:50+02:00,EgyptAir
1296,EDDS,MS 9610,Arrived,Toronto,2022-06-08 11:10+02:00,EgyptAir
1297,EDDS,NH 5411,CanceledUncertain,Amsterdam,2022-06-08 11:10+02:00,ANA
1298,EDDS,NH 5421,Arrived,Toulouse-Blagnac,2022-06-08 11:50+02:00,ANA
1299,EDDS,NH 5864,Arrived,London,2022-06-08 11:35+02:00,ANA
1300,EDDS,NH 6182,CanceledUncertain,Copenhagen,2022-06-08 11:05+02:00,ANA
1301,EDDS,NH 6212,CanceledUncertain,Hamburg,2022-06-08 11:10+02:00,ANA
1302,EDDS,NH 6232,CanceledUncertain,London,2022-06-08 11:05+02:00,ANA
1303,EDDS,NZ 4231,Arrived,Vancouver,2022-06-08 11:00+02:00,Air New Zealand
1304,EDDS,OCN 211,Arrived,Houmt El Souk,2022-06-08 11:25+02:00,OCN
1305,EDDS,OS 129,Arrived,Vienna,2022-06-08 11:40+02:00,Austrian
1306,EDDS,OS 7344,Arrived,Lisbon,2022-06-08 11:30+02:00,Austrian
1307,EDDS,OS 7378,Arrived,Manchester,2022-06-08 11:50+02:00,Austrian
1308,EDDS,OS 7468,Arrived,Madrid,2022-06-08 11:00+02:00,Austrian
1309,EDDS,OS 8204,Arrived,Toronto,2022-06-08 11:10+02:00,Austrian
1310,EDDS,OU 5447,Arrived,Hamburg,2022-06-08 11:10+02:00,Croatia
1311,EDDS,OU 5491,Arrived,London,2022-06-08 11:05+02:00,Croatia
1312,EDDS,OU 5917,Arrived,Toronto,2022-06-08 11:10+02:00,Croatia
1313,EDDS,SK 3259,Expected,Lisbon,2022-06-08 11:30+02:00,SAS
1314,EDDS,SK 3395,Arrived,Madrid,2022-06-08 11:00+02:00,SAS
1315,EDDS,SK 3559,Arrived,Budapest,2022-06-08 11:15+02:00,SAS
1316,EDDS,SK 3627,Arrived,Copenhagen,2022-06-08 11:05+02:00,SAS
1317,EDDS,SK 3789,CanceledUncertain,Toulouse-Blagnac,2022-06-08 11:50+02:00,SAS
1318,EDDS,SK 635,Arrived,Stockholm,2022-06-08 11:15+02:00,SAS
1319,EDDS,SK 9433,Arrived,Vienna,2022-06-08 11:40+02:00,SAS
1320,EDDS,SN 7140,Arrived,Budapest,2022-06-08 11:15+02:00,Brussels
1321,EDDS,SN 7168,Arrived,Tel Aviv Yafo,2022-06-08 11:30+02:00,Brussels
1322,EDDS,SN 7233,Arrived,New York,2022-06-08 11:50+02:00,Brussels
1323,EDDS,SQ 2009,Arrived,Copenhagen,2022-06-08 11:05+02:00,Singapore
1324,EDDS,SQ 2011,Arrived,Hamburg,2022-06-08 11:10+02:00,Singapore
1325,EDDS,SQ 2021,Arrived,Duesseldorf,2022-06-08 11:25+02:00,Singapore
1326,EDDS,SQ 2063,Arrived,Madrid,2022-06-08 11:00+02:00,Singapore
1327,EDDS,SQ 2141,Arrived,Budapest,2022-06-08 11:15+02:00,Singapore
1328,EDDS,SQ 2183,Arrived,Prague,2022-06-08 11:15+02:00,Singapore
1329,EDDS,TG 5817,Arrived,Toronto,2022-06-08 11:10+02:00,Thai Airways International
1330,EDDS,TG 7645,Arrived,Prague,2022-06-08 11:15+02:00,Thai Airways International
1331,EDDS,TG 7687,Arrived,Warsaw,2022-06-08 11:35+02:00,Thai Airways International
1332,EDDS,TG 7693,Arrived,Lisbon,2022-06-08 11:30+02:00,Thai Airways International
1333,EDDS,TG 7723,Arrived,New York,2022-06-08 11:50+02:00,Thai Airways International
1334,EDDS,TG 7953,Arrived,Duesseldorf,2022-06-08 11:25+02:00,Thai Airways International
1335,EDDS,TG 7957,Arrived,Hanover,2022-06-08 11:35+02:00,Thai Airways International
1336,EDDS,TG 7965,Arrived,Stuttgart,2022-06-08 11:35+02:00,Thai Airways International
1337,EDDS,TP 6707,Arrived,Lisbon,2022-06-08 11:30+02:00,TAP Air Portugal
1338,EDDS,TP 7509,Arrived,Berlin,2022-06-08 11:55+02:00,TAP Air Portugal
1339,EDDS,TP 7617,Arrived,Copenhagen,2022-06-08 11:05+02:00,TAP Air Portugal
1340,EDDS,TP 7653,Arrived,Stuttgart,2022-06-08 11:35+02:00,TAP Air Portugal
1341,EDDS,TP 7699,Arrived,Hamburg,2022-06-08 11:10+02:00,TAP Air Portugal
1342,EDDS,TP 7757,Arrived,Duesseldorf,2022-06-08 11:25+02:00,TAP Air Portugal
1343,EDDS,TP 7809,Arrived,Hanover,2022-06-08 11:35+02:00,TAP Air Portugal
1344,EDDS,TP 7823,Arrived,Dresden,2022-06-08 11:55+02:00,TAP Air Portugal
1345,EDDS,TP 7845,Arrived,Leipzig,2022-06-08 11:35+02:00,TAP Air Portugal
1346,EDDS,TP 7933,Arrived,Prague,2022-06-08 11:15+02:00,TAP Air Portugal
1347,EDDS,TP 7969,Arrived,Budapest,2022-06-08 11:15+02:00,TAP Air Portugal
1348,EDDS,TU 744,Arrived,Tunis,2022-06-08 11:30+02:00,Tunisair
1349,EDDS,UA 46,Arrived,Houston,2022-06-08 11:15+02:00,United
1350,EDDS,UA 8594,Arrived,Toronto,2022-06-08 11:10+02:00,United
1351,EDDS,UA 8777,Arrived,Stuttgart,2022-06-08 11:35+02:00,United
1352,EDDS,UA 8842,Arrived,New York,2022-06-08 11:50+02:00,United
1353,EDDS,UA 8873,Canceled,Milan,2022-06-08 11:55+02:00,United
1354,EDDS,UA 8879,Arrived,Denver,2022-06-08 11:50+02:00,United
1355,EDDS,UA 8931,Arrived,Duesseldorf,2022-06-08 11:25+02:00,United
1356,EDDS,UA 8937,Arrived,Warsaw,2022-06-08 11:35+02:00,United
1357,EDDS,UA 8939,Arrived,Hamburg,2022-06-08 11:10+02:00,United
1358,EDDS,UA 8941,Arrived,Hanover,2022-06-08 11:35+02:00,United
1359,EDDS,UA 8971,CanceledUncertain,Berlin,2022-06-08 11:55+02:00,United
1360,EDDS,UA 9001,Arrived,Dresden,2022-06-08 11:55+02:00,United
1361,EDDS,UA 9011,Arrived,Leipzig,2022-06-08 11:35+02:00,United
1362,EDDS,UA 9029,Arrived,Copenhagen,2022-06-08 11:05+02:00,United
1363,EDDS,UA 9057,Arrived,Nice,2022-06-08 11:50+02:00,United
1364,EDDS,UA 9061,Arrived,Prague,2022-06-08 11:15+02:00,United
1365,EDDS,UA 9069,Arrived,Paris,2022-06-08 11:45+02:00,United
1366,EDDS,UA 9133,Arrived,Lisbon,2022-06-08 11:30+02:00,United
1367,EDDS,UA 9195,Arrived,Amsterdam,2022-06-08 11:10+02:00,United
1368,EDDS,UA 9221,Arrived,Budapest,2022-06-08 11:15+02:00,United
1369,EDDS,UA 9228,Arrived,Madrid,2022-06-08 11:00+02:00,United
1370,EDDS,UA 9232,Arrived,London,2022-06-08 11:05+02:00,United
1371,EDDS,UA 9287,Arrived,Tel Aviv Yafo,2022-06-08 11:30+02:00,United
1372,EDDS,UA 9337,Arrived,Manchester,2022-06-08 11:50+02:00,United
1373,EDDS,UA 9550,Arrived,Toulouse-Blagnac,2022-06-08 11:50+02:00,United
1374,EDDS,UA 9712,Canceled,Torino,2022-06-08 11:35+02:00,United
1375,EDDS,VY 5516,Arrived,Madrid,2022-06-08 11:25+02:00,Vueling
1376,EDDS,X3 2129,Arrived,Palma De Mallorca,2022-06-08 11:15+02:00,TUIfly
1377,EDDS,4Y 1201,Arrived,Rodes Island,2022-06-08 12:20+02:00,Airbus Transport International
1378,EDDS,AC 2659,Arrived,Lisbon,2022-06-08 12:40+02:00,Air Canada
1379,EDDS,AC 6847,Arrived,Geneva,2022-06-08 12:05+02:00,Air Canada
1380,EDDS,AC 9065,Arrived,Kraków,2022-06-08 12:25+02:00,Air Canada
1381,EDDS,AC 9072,Arrived,Amsterdam,2022-06-08 12:20+02:00,Air Canada
1382,EDDS,AC 9095,Arrived,Bâle/Mulhouse,2022-06-08 12:15+02:00,Air Canada
1383,EDDS,AC 9102,Arrived,Goteborg,2022-06-08 12:05+02:00,Air Canada
1384,EDDS,AC 9124,Arrived,Brussels,2022-06-08 12:20+02:00,Air Canada
1385,EDDS,AC 9144,Arrived,Hamburg,2022-06-08 12:10+02:00,Air Canada
1386,EDDS,AC 9152,Arrived,Stockholm,2022-06-08 12:00+02:00,Air Canada
1387,EDDS,AC 9159,Arrived,Vienna,2022-06-08 12:35+02:00,Air Canada
1388,EDDS,AC 9175,Arrived,Luxembourg,2022-06-08 12:00+02:00,Air Canada
1389,EDDS,AC 9185,Arrived,Barcelona,2022-06-08 12:40+02:00,Air Canada
1390,EDDS,AC 9190,Arrived,Wrocław,2022-06-08 12:10+02:00,Air Canada
1391,EDDS,AC 9195,Canceled,Nuremberg,2022-06-08 12:10+02:00,Air Canada
1392,EDDS,AC 9213,Arrived,Munich,2022-06-08 12:00+02:00,Air Canada
1393,EDDS,AC 9258,Arrived,Bremen,2022-06-08 12:15+02:00,Air Canada
1394,EDDS,AC 9301,Arrived,Rome,2022-06-08 12:00+02:00,Air Canada
1395,EDDS,AC 9307,Canceled,Milan,2022-06-08 12:35+02:00,Air Canada
1396,EDDS,AC 9313,Arrived,Venice,2022-06-08 12:10+02:00,Air Canada
1397,EDDS,AC 9346,Arrived,Oslo,2022-06-08 12:00+02:00,Air Canada
1398,EDDS,AC 9398,Arrived,Bologna,2022-06-08 12:15+02:00,Air Canada
1399,EDDS,AC 9434,Arrived,Berlin,2022-06-08 12:55+02:00,Air Canada
1400,EDDS,AC 9521,Arrived,Salzburg,2022-06-08 12:05+02:00,Air Canada
1401,EDDS,AC 9562,Arrived,Billund,2022-06-08 12:15+02:00,Air Canada
1402,EDDS,CA 581,Arrived,Beijing,2022-06-08 12:29+02:00,Air China LTD
1403,EDDS,CA 627,Arrived,Shanghai,2022-06-08 12:44+02:00,Air China LTD
1404,EDDS,CAO 581,Arrived,Beijing,2022-06-08 12:29+02:00,CAO
1405,EDDS,CAO 627,Arrived,Shanghai,2022-06-08 12:44+02:00,CAO
1406,EDDS,CZ 461,Arrived,Shanghai,2022-06-08 12:15+02:00,China Southern
1407,EDDS,DE 1669,Arrived,Heraklion,2022-06-08 12:50+02:00,Condor
1408,EDDS,DE 2091,Arrived,Portland,2022-06-08 12:40+02:00,Condor
1409,EDDS,EN 8853,Canceled,Firenze,2022-06-08 12:05+02:00,Air Dolomiti
1410,EDDS,GEC 8161,Arrived,New York,2022-06-08 12:08+02:00,GEC
1411,EDDS,H6 3922,Arrived,Leipzig,2022-06-08 12:55+02:00,Bulgarian Air Charter
1412,EDDS,KU 171,Arrived,Kuwait City,2022-06-08 12:50+02:00,Kuwait Airways
1413,EDDS,AC 9039,Arrived,Budapest,2022-06-08 12:50+02:00,Air Canada
1414,EDDS,AC 9029,Arrived,Zurich,2022-06-08 12:15+02:00,Air Canada
1415,EDDS,AC 7377,Canceled,Firenze,2022-06-08 12:05+02:00,Air Canada
1416,EDDS,LG 1406,Arrived,Stockholm,2022-06-08 12:00+02:00,Luxair
1417,EDDS,LG 1432,Arrived,Bologna,2022-06-08 12:15+02:00,Luxair
1418,EDDS,LG 1442,Arrived,Bremen,2022-06-08 12:15+02:00,Luxair
1419,EDDS,LG 1522,Arrived,Venice,2022-06-08 12:10+02:00,Luxair
1420,EDDS,LG 1903,Arrived,Luxembourg,2022-06-08 12:00+02:00,Luxair
1421,EDDS,LH 1009,Arrived,Brussels,2022-06-08 12:20+02:00,Lufthansa
1422,EDDS,LH 103,Arrived,Munich,2022-06-08 12:00+02:00,Lufthansa
1423,EDDS,LH 1031,Arrived,Paris,2022-06-08 12:40+02:00,Lufthansa
1424,EDDS,LH 1103,Arrived,Salzburg,2022-06-08 12:05+02:00,Lufthansa
1425,EDDS,LH 1125,Arrived,Barcelona,2022-06-08 12:40+02:00,Lufthansa
1426,EDDS,LH 1187,Arrived,Zurich,2022-06-08 12:15+02:00,Lufthansa
1427,EDDS,LH 1203,Arrived,Bâle/Mulhouse,2022-06-08 12:15+02:00,Lufthansa
1428,EDDS,LH 1235,Arrived,Vienna,2022-06-08 12:35+02:00,Lufthansa
1429,EDDS,LH 1337,Arrived,Budapest,2022-06-08 12:50+02:00,Lufthansa
1430,EDDS,LH 1359,Arrived,Wrocław,2022-06-08 12:10+02:00,Lufthansa
1431,EDDS,LH 1365,Arrived,Kraków,2022-06-08 12:25+02:00,Lufthansa
1432,EDDS,LH 147,Canceled,Nuremberg,2022-06-08 12:10+02:00,Lufthansa
1433,EDDS,LH 15,Arrived,Hamburg,2022-06-08 12:10+02:00,Lufthansa
1434,EDDS,LH 185,Arrived,Berlin,2022-06-08 12:55+02:00,Lufthansa
1435,EDDS,LH 231,Arrived,Rome,2022-06-08 12:00+02:00,Lufthansa
1436,EDDS,LH 249,Canceled,Milan,2022-06-08 12:35+02:00,Lufthansa
1437,EDDS,LH 283,Arrived,Bologna,2022-06-08 12:15+02:00,Lufthansa
1438,EDDS,LH 325,Arrived,Venice,2022-06-08 12:10+02:00,Lufthansa
1439,EDDS,LH 355,Arrived,Bremen,2022-06-08 12:15+02:00,Lufthansa
1440,EDDS,LH 393,Arrived,Luxembourg,2022-06-08 12:00+02:00,Lufthansa
1441,EDDS,LH 5763,Arrived,Geneva,2022-06-08 12:05+02:00,Lufthansa
1442,EDDS,LH 6911,Canceled,Firenze,2022-06-08 12:05+02:00,Lufthansa
1443,EDDS,LH 6965,Arrived,Lisbon,2022-06-08 12:40+02:00,Lufthansa
1444,EDDS,LH 801,Arrived,Stockholm,2022-06-08 12:00+02:00,Lufthansa
1445,EDDS,LH 813,Arrived,Goteborg,2022-06-08 12:05+02:00,Lufthansa
1446,EDDS,LH 837,Arrived,Billund,2022-06-08 12:15+02:00,Lufthansa
1447,EDDS,LH 971,Arrived,Bristol,2022-06-08 12:10+02:00,Lufthansa
1448,EDDS,LH 977,Arrived,Dublin,2022-06-08 12:05+02:00,Lufthansa
1449,EDDS,LH 989,Arrived,Amsterdam,2022-06-08 12:20+02:00,Lufthansa
1450,EDDS,LO 5399,Arrived,Kraków,2022-06-08 12:25+02:00,LOT - Polish
1451,EDDS,LO 5409,Arrived,Wrocław,2022-06-08 12:10+02:00,LOT - Polish
1452,EDDS,LO 7646,Arrived,Łódź,2022-06-08 12:40+02:00,LOT - Polish
1453,EDDS,LX 1082,Arrived,Geneva,2022-06-08 12:05+02:00,SWISS
1454,EDDS,LX 3602,Arrived,Zurich,2022-06-08 12:15+02:00,SWISS
1455,EDDS,LX 3912,Arrived,Bâle/Mulhouse,2022-06-08 12:15+02:00,SWISS
1456,EDDS,LXG 23R,Arrived,Stuttgart,2022-06-08 12:58+02:00,LXG
1457,EDDS,MS 9440,Arrived,Lisbon,2022-06-08 12:40+02:00,EgyptAir
1458,EDDS,NH 5447,Arrived,Billund,2022-06-08 12:15+02:00,ANA
1459,EDDS,NH 6008,Arrived,Bologna,2022-06-08 12:15+02:00,ANA
1460,EDDS,NH 6218,Arrived,Bremen,2022-06-08 12:15+02:00,ANA
1461,EDDS,NH 6765,Arrived,Geneva,2022-06-08 12:05+02:00,ANA
1462,EDDS,OCN 101,Arrived,Tocumen,2022-06-08 12:40+02:00,OCN
1463,EDDS,OCN 21T,Arrived,Rodes Island,2022-06-08 12:06+02:00,OCN
1464,EDDS,OCN 8PW,Arrived,Heraklion,2022-06-08 12:02+02:00,OCN
1465,EDDS,OS 7203,Arrived,Vienna,2022-06-08 12:35+02:00,Austrian
1466,EDDS,OS 7249,Arrived,Salzburg,2022-06-08 12:05+02:00,Austrian
1467,EDDS,OS 7304,Arrived,Dublin,2022-06-08 12:05+02:00,Austrian
1468,EDDS,OS 7476,Arrived,Goteborg,2022-06-08 12:05+02:00,Austrian
1469,EDDS,S4 8760,Arrived,Lisbon,2022-06-08 12:40+02:00,Azores
1470,EDDS,SK 3133,CanceledUncertain,Bâle/Mulhouse,2022-06-08 12:15+02:00,SAS
1471,EDDS,SK 3211,Arrived,Goteborg,2022-06-08 12:05+02:00,SAS
1472,EDDS,SK 3381,CanceledUncertain,Barcelona,2022-06-08 12:40+02:00,SAS
1473,EDDS,SK 3551,CanceledUncertain,Budapest,2022-06-08 12:50+02:00,SAS
1474,EDDS,SK 3623,Arrived,Oslo,2022-06-08 12:00+02:00,SAS
1475,EDDS,SK 3671,Arrived,Stockholm,2022-06-08 12:00+02:00,SAS
1476,EDDS,SK 3785,CanceledUncertain,Vienna,2022-06-08 12:35+02:00,SAS
1477,EDDS,SK 8559,CanceledUncertain,Nuremberg,2022-06-08 12:10+02:00,SAS
1478,EDDS,SN 7003,Arrived,Brussels,2022-06-08 12:20+02:00,Brussels
1479,EDDS,LH 901,Arrived,London,2022-06-08 12:05+02:00,Lufthansa
1480,EDDS,LH 859,Arrived,Oslo,2022-06-08 12:00+02:00,Lufthansa
1481,EDDS,SN 7070,Arrived,Goteborg,2022-06-08 12:05+02:00,Brussels
1482,EDDS,SN 7126,Arrived,Kraków,2022-06-08 12:25+02:00,Brussels
1483,EDDS,SN 7142,Arrived,Budapest,2022-06-08 12:50+02:00,Brussels
1484,EDDS,TG 7302,Arrived,Lisbon,2022-06-08 12:40+02:00,Thai Airways International
1485,EDDS,TG 7611,Arrived,Budapest,2022-06-08 12:50+02:00,Thai Airways International
1486,EDDS,TG 7647,Arrived,Amsterdam,2022-06-08 12:20+02:00,Thai Airways International
1487,EDDS,TG 7657,Arrived,Barcelona,2022-06-08 12:40+02:00,Thai Airways International
1488,EDDS,TG 7671,Canceled,Nuremberg,2022-06-08 12:10+02:00,Thai Airways International
1489,EDDS,TG 7673,Arrived,Vienna,2022-06-08 12:35+02:00,Thai Airways International
1490,EDDS,TG 7697,Arrived,Brussels,2022-06-08 12:20+02:00,Thai Airways International
1491,EDDS,TG 7937,Arrived,Berlin,2022-06-08 12:55+02:00,Thai Airways International
1492,EDDS,TK 7734,Arrived,Istanbul,2022-06-08 12:30+02:00,Turkish
1493,EDDS,TP 574,Arrived,Lisbon,2022-06-08 12:40+02:00,TAP Air Portugal
1494,EDDS,TP 7501,Arrived,Goteborg,2022-06-08 12:05+02:00,TAP Air Portugal
1495,EDDS,TP 7513,Arrived,Stockholm,2022-06-08 12:00+02:00,TAP Air Portugal
1496,EDDS,TP 7515,Arrived,Berlin,2022-06-08 12:55+02:00,TAP Air Portugal
1497,EDDS,TP 7519,Arrived,Budapest,2022-06-08 12:50+02:00,TAP Air Portugal
1498,EDDS,TP 7569,Arrived,Billund,2022-06-08 12:15+02:00,TAP Air Portugal
1499,EDDS,TP 7587,Arrived,Hamburg,2022-06-08 12:10+02:00,TAP Air Portugal
1500,EDDS,TP 7609,Arrived,Bristol,2022-06-08 12:10+02:00,TAP Air Portugal
1501,EDDS,TP 7733,Arrived,Bremen,2022-06-08 12:15+02:00,TAP Air Portugal
1502,EDDS,TP 7783,Canceled,Nuremberg,2022-06-08 12:10+02:00,TAP Air Portugal
1503,EDDS,UA 8745,Arrived,Oslo,2022-06-08 12:00+02:00,United
1504,EDDS,UA 8773,Arrived,Bologna,2022-06-08 12:15+02:00,United
1505,EDDS,UA 8801,Arrived,Rome,2022-06-08 12:00+02:00,United
1506,EDDS,UA 8810,Arrived,London,2022-06-08 12:05+02:00,United
1507,EDDS,UA 8820,Arrived,Brussels,2022-06-08 12:20+02:00,United
1508,EDDS,UA 8947,Arrived,Munich,2022-06-08 12:00+02:00,United
1509,EDDS,UA 8961,Arrived,Vienna,2022-06-08 12:35+02:00,United
1510,EDDS,UA 8973,Arrived,Berlin,2022-06-08 12:55+02:00,United
1511,EDDS,UA 9016,Arrived,Bremen,2022-06-08 12:15+02:00,United
1512,EDDS,UA 9051,Arrived,Zurich,2022-06-08 12:15+02:00,United
1513,EDDS,UA 9058,Arrived,Venice,2022-06-08 12:10+02:00,United
1514,EDDS,UA 9073,Arrived,Paris,2022-06-08 12:40+02:00,United
1515,EDDS,UA 9081,Canceled,Milan,2022-06-08 12:35+02:00,United
1516,EDDS,UA 9203,Arrived,Amsterdam,2022-06-08 12:20+02:00,United
1517,EDDS,UA 9280,Arrived,Wrocław,2022-06-08 12:10+02:00,United
1518,EDDS,UA 9310,Arrived,Barcelona,2022-06-08 12:40+02:00,United
1519,EDDS,UA 9319,Arrived,Bâle/Mulhouse,2022-06-08 12:15+02:00,United
1520,EDDS,UA 932,Arrived,District of Columbia,2022-06-08 12:10+02:00,United
1521,EDDS,UA 9351,Canceled,Nuremberg,2022-06-08 12:10+02:00,United
1522,EDDS,UA 9386,Arrived,Kraków,2022-06-08 12:25+02:00,United
1523,EDDS,UA 9508,Arrived,Stockholm,2022-06-08 12:00+02:00,United
1524,EDDS,UA 9509,Arrived,Goteborg,2022-06-08 12:05+02:00,United
1525,EDDS,UA 9510,Arrived,Luxembourg,2022-06-08 12:00+02:00,United
1526,EDDS,UA 9534,Arrived,Billund,2022-06-08 12:15+02:00,United
1527,EDDS,UA 9537,Arrived,Budapest,2022-06-08 12:50+02:00,United
1528,EDDS,UA 9586,Arrived,Hamburg,2022-06-08 12:10+02:00,United
1529,EDDS,UA 9802,Arrived,Geneva,2022-06-08 12:05+02:00,United
1530,EDDS,X3 2813,Arrived,Faro,2022-06-08 12:30+02:00,TUIfly
1531,EDDS,X3 4263,Arrived,Rodes Island,2022-06-08 12:40+02:00,TUIfly
1532,EDDS,4Y 101,Arrived,Tocumen,2022-06-08 13:35+02:00,Airbus Transport International
1533,EDDS,A3 1836,Arrived,Athens,2022-06-08 13:15+02:00,Aegean
1534,EDDS,AC 9045,Arrived,Hamburg,2022-06-08 13:10+02:00,Air Canada
1535,EDDS,AC 9249,Arrived,Sofia,2022-06-08 13:10+02:00,Air Canada
1536,EDDS,AC 9337,Arrived,Munich,2022-06-08 13:00+02:00,Air Canada
1537,EDDS,AC 9411,Arrived,Marseille,2022-06-08 13:00+02:00,Air Canada
1538,EDDS,AC 9500,Canceled,Milan,2022-06-08 13:55+02:00,Air Canada
1539,EDDS,AC 9501,Arrived,Copenhagen,2022-06-08 13:25+02:00,Air Canada
1540,EDDS,CA 643,Arrived,Chongqing,2022-06-08 13:18+02:00,Air China LTD
1541,EDDS,CAO 643,Arrived,Chongqing,2022-06-08 13:18+02:00,CAO
1542,EDDS,DE 1583,Arrived,Souda,2022-06-08 13:40+02:00,Condor
1543,EDDS,DE 2033,Arrived,Seattle,2022-06-08 13:00+02:00,Condor
1544,EDDS,GEC 8187,Arrived,Chicago,2022-06-08 13:45+02:00,GEC
1545,EDDS,GEC 8435,Arrived,Seoul,2022-06-08 13:21+02:00,GEC
1546,EDDS,KC 937,Arrived,Uralsk,2022-06-08 13:25+02:00,Air Astana
1547,EDDS,KL 1767,Arrived,Amsterdam,2022-06-08 13:35+02:00,KLM
1548,EDDS,LH 105,Arrived,Munich,2022-06-08 13:00+02:00,Lufthansa
1549,EDDS,LH 1055,Arrived,Nantes,2022-06-08 13:45+02:00,Lufthansa
1550,EDDS,LH 1087,Arrived,Marseille,2022-06-08 13:00+02:00,Lufthansa
1551,EDDS,LH 1281,Arrived,Athens,2022-06-08 13:15+02:00,Lufthansa
1552,EDDS,LH 1457,Arrived,Sofia,2022-06-08 13:10+02:00,Lufthansa
1553,EDDS,LH 17,Arrived,Hamburg,2022-06-08 13:10+02:00,Lufthansa
1554,EDDS,LH 273,Canceled,Milan,2022-06-08 13:55+02:00,Lufthansa
1555,EDDS,FI 520,Arrived,Reykjavik,2022-06-08 13:00+02:00,Icelandair
1556,EDDS,LH 903,Arrived,London,2022-06-08 13:05+02:00,Lufthansa
1557,EDDS,LH 9417,Arrived,İzmir,2022-06-08 13:55+02:00,Lufthansa
1558,EDDS,LH 943,Arrived,Manchester,2022-06-08 13:50+02:00,Lufthansa
1559,EDDS,MH 4521,Arrived,Dubai City,2022-06-08 13:15+02:00,Malaysia
1560,EDDS,MS 9013,Arrived,Hamburg,2022-06-08 13:10+02:00,EgyptAir
